Time (ps),fter lsq fit to Backbone
236.3900146,0.3155157
237.4200134,0.3122449
238.4200134,0.3337869
239.4200134,0.3361467
240.4200134,0.3344468
241.4200134,0.3339932
242.4200134,0.3355041
243.4200134,0.3233316
244.1100159,0.3348801
245.1100159,0.3291311
246.1100159,0.3143230
247.1100159,0.3247574
248.1100159,0.3226314
249.1100159,0.3327732
250.1100159,0.3307838
251.1100159,0.3337213
252.1100159,0.3332979
253.1100159,0.3273221
254.1100159,0.3409021
255.1100159,0.3257771
256.1100159,0.3386658
257.1100159,0.3455847
258.1100159,0.3335947
259.1100159,0.3208686
260.1100159,0.3355267
261.1100159,0.3430200
262.1100159,0.3381053
263.1100159,0.3430345
264.1100159,0.3422259
265.1100159,0.3470908
266.1100159,0.3304607
267.1100159,0.3320170
268.1100159,0.3425641
269.1100159,0.3308823
270.1100159,0.3364172
271.1100159,0.3409905
272.1100159,0.3317268
273.1100159,0.3290247
274.1100159,0.3380901
275.1100159,0.3341529
276.1100159,0.3340395
277.1100159,0.3429095
278.1100159,0.3523087
279.1100159,0.3275695
280.1100159,0.3412723
281.1100159,0.3588770
282.1100159,0.3620712
283.1100159,0.3434524
284.1100159,0.3541158
285.1100159,0.3417129
286.1100159,0.3460302
287.1100159,0.3407055
288.1100159,0.3374455
289.1100159,0.3380275
290.1100159,0.3303091
291.1100159,0.3432095
292.1100159,0.3239300
293.1100159,0.3305656
294.1100159,0.3440307
295.1100159,0.3272813
296.1100159,0.3427318
297.3300171,0.3496894
298.3300171,0.3657537
299.3300171,0.3425713
300.3300171,0.3445940
301.3300171,0.3475690
302.3300171,0.3299419
303.3300171,0.3368447
304.0700073,0.3266971
305.0700073,0.3571627
306.0700073,0.3429464
307.0700073,0.3360348
308.0700073,0.3435270
309.0700073,0.3420523
310.2500000,0.3282262
311.2500000,0.3497761
312.2500000,0.3340427
313.2500000,0.3366082
314.2500000,0.3596928
315.2500000,0.3444359
316.2500000,0.3718199
316.8900146,0.3565903
317.8900146,0.3639066
318.8900146,0.3689080
319.8900146,0.3520266
320.8900146,0.3721798
321.8900146,0.3697445
322.8900146,0.3804930
323.8900146,0.3727421
324.4300232,0.3629365
325.4300232,0.3655438
326.4300232,0.3711576
327.4300232,0.3554240
328.4300232,0.3478589
329.4300232,0.3381121
330.4300232,0.3519047
331.7900085,0.3492664
332.7900085,0.3419037
333.7900085,0.3561119
334.7900085,0.3436199
335.7900085,0.3371677
336.7900085,0.3371398
337.7900085,0.3234264
338.7900085,0.3420802
340.2100220,0.3386097
341.2100220,0.3389154
342.2100220,0.3418022
343.2100220,0.3354366
344.2100220,0.3519463
345.2100220,0.3362451
346.2100220,0.3622967
347.2100220,0.3611219
347.9700317,0.3569285
348.9700317,0.3610543
349.9700317,0.3606773
350.9700317,0.3817790
351.9700317,0.3606281
352.9700317,0.3462121
354.1300049,0.3948564
355.1300049,0.3702775
356.1300049,0.3580915
357.1300049,0.3563896
358.1300049,0.3680014
359.1300049,0.3467936
360.1300049,0.3366851
361.1300049,0.3526620
361.8100281,0.3667065
362.8100281,0.3575435
363.8100281,0.3736505
364.8100281,0.3532102
365.8100281,0.3521063
366.8100281,0.3647670
367.8100281,0.3482335
368.5900269,0.3537813
369.5900269,0.3480465
370.5900269,0.3696558
371.5900269,0.3558589
372.5900269,0.3546129
373.5900269,0.3552451
374.5900269,0.3424549
375.3800049,0.3488042
376.3800049,0.3479835
377.3800049,0.3445356
378.3800049,0.3511360
379.3800049,0.3494275
380.3800049,0.3596243
381.3800049,0.3611002
382.2400208,0.3770950
383.2400208,0.3574390
384.2400208,0.3379934
385.2400208,0.3584629
386.2400208,0.3617725
387.2400208,0.3550850
388.2400208,0.3371901
388.7500305,0.3345549
389.7500305,0.3510751
390.7500305,0.3514431
391.7500305,0.3484176
392.7500305,0.3398946
393.7500305,0.3420120
394.7500305,0.3423761
395.7500305,0.3424031
396.7400208,0.3360881
397.7400208,0.3316573
398.7400208,0.3472567
399.7400208,0.3553922
400.7400208,0.3487476
401.7400208,0.3682711
402.7400208,0.3377776
403.3400269,0.3432144
404.3400269,0.3481985
405.3400269,0.3491355
406.3400269,0.3631430
407.3400269,0.3470193
408.3400269,0.3542674
409.3400269,0.3593764
410.0700073,0.3319554
411.0700073,0.3364652
412.0700073,0.3608030
413.0700073,0.3526280
414.0700073,0.3625005
415.0700073,0.3716308
416.3300171,0.3716877
417.3300171,0.3653051
418.3300171,0.3584419
419.3300171,0.3509476
420.3300171,0.3463535
421.3300171,0.3462189
422.3300171,0.3506028
423.3300171,0.3696410
424.0300293,0.3673624
425.0300293,0.3553221
426.0300293,0.3538507
427.0300293,0.3783705
428.0300293,0.3577735
429.0300293,0.3729868
430.0300293,0.3569682
430.7500305,0.3457145
431.7500305,0.3461005
432.7500305,0.3599788
433.7500305,0.3476651
434.7500305,0.3578945
435.7500305,0.3529173
437.0000305,0.3574272
438.0000305,0.3597951
439.0000305,0.3541137
440.0000305,0.3487881
441.0000305,0.3482639
442.0000305,0.3612713
443.0300293,0.3679795
444.0300293,0.3717633
445.0300293,0.3682261
446.0300293,0.3485724
447.0300293,0.3382897
448.0300293,0.3431969
449.0300293,0.3387426
449.7700195,0.3436724
450.7700195,0.3596334
451.7700195,0.3735214
452.7700195,0.3520609
453.7700195,0.3343984
454.7700195,0.3538716
455.7700195,0.3451210
456.7700195,0.3633350
457.4800110,0.3630783
458.4800110,0.3726066
459.4800110,0.3629995
460.4800110,0.3547040
461.4800110,0.3716166
462.4800110,0.3816428
463.4800110,0.3563828
464.1200256,0.3556663
465.1200256,0.3552276
466.1200256,0.3511264
467.1200256,0.3606453
468.1200256,0.3474730
469.1200256,0.3373121
470.1200256,0.3442882
470.9300232,0.3467158
471.9300232,0.3565242
472.9300232,0.3485864
473.9300232,0.3423227
474.9300232,0.3499406
475.9300232,0.3345294
476.9300232,0.3397848
477.9300232,0.3449146
478.8600159,0.3420876
479.8600159,0.3829013
480.8600159,0.3374071
481.8600159,0.3552140
482.8600159,0.3512173
483.8600159,0.3614389
484.8600159,0.3615552
485.5200195,0.3582037
486.5200195,0.3484907
487.5200195,0.3440520
488.5200195,0.3558362
489.5200195,0.3534552
490.5200195,0.3512998
491.5200195,0.3648041
492.3200378,0.3827783
493.3200378,0.3481226
494.3200378,0.3612012
495.3200378,0.3698094
496.3200378,0.3527322
497.3200378,0.4103622
498.3200378,0.3726169
499.0100098,0.3956224
500.0000305,0.4026536
501.0000305,0.3935651
502.0000305,0.3892269
503.0000305,0.4038812
504.0000305,0.4032583
505.0000305,0.3726808
506.0000305,0.3995718
506.8200378,0.3796068
507.8200378,0.3806894
508.8200378,0.3840573
509.8200378,0.3951727
510.8200378,0.3726144
511.8200378,0.3976578
512.8200073,0.4118544
513.4200439,0.4004710
514.4200439,0.4077443
515.4200439,0.3995544
516.4200439,0.3966807
517.4200439,0.3957173
518.4200439,0.3878489
519.4200439,0.3896320
520.2000122,0.3695319
521.2000122,0.3744402
522.2000122,0.3600106
523.2000122,0.3842104
524.2000122,0.3872848
525.2000122,0.3876488
526.2000122,0.3585814
526.8600464,0.3890024
527.8600464,0.3915843
528.8600464,0.3882748
529.8600464,0.3932284
530.8600464,0.3961393
531.8600464,0.3995587
532.8600464,0.3819050
533.6199951,0.3911563
534.6199951,0.3852979
535.6199951,0.4116119
536.6199951,0.3834457
537.6199951,0.4059204
538.6199951,0.3922637
539.6199951,0.3739507
540.1600342,0.3939559
541.1600342,0.4266846
542.1600342,0.4073886
543.1600342,0.3951223
544.1600342,0.3791606
545.1600342,0.3664569
546.1600342,0.3817656
547.1600342,0.3931317
547.8700562,0.3987663
548.8700562,0.4057838
549.8700562,0.3616093
550.8700562,0.3868634
551.8700562,0.4105526
552.8700562,0.4051441
553.8700562,0.4054363
554.8700562,0.4094440
556.1900024,0.4114499
557.1900024,0.4126087
558.1900024,0.3953315
559.1900024,0.4060049
560.1900024,0.4069342
561.1900024,0.4118867
562.1900024,0.4198001
563.0800171,0.4167499
564.0800171,0.4161100
565.0800171,0.4373056
566.0800171,0.4299955
567.0800171,0.4305042
568.0800171,0.4200245
569.0800171,0.4559731
570.0800171,0.4391586
570.5900269,0.4311366
571.5900269,0.4509531
572.5900269,0.4224256
573.5900269,0.4243129
574.5900269,0.3972897
575.5900269,0.3999164
576.5900269,0.4050904
577.5900269,0.4510168
578.2500000,0.4140888
579.2500000,0.4166456
580.2500000,0.4367767
581.2500000,0.4155477
582.2500000,0.3917630
583.2500000,0.4424992
584.2500000,0.4347865
585.2500000,0.4572535
586.6300049,0.4364269
587.6300049,0.4203439
588.6300049,0.4200830
589.6300049,0.4323020
590.6300049,0.4107324
591.6300049,0.3814275
592.6300049,0.4065836
594.0800171,0.4290970
595.0800171,0.4336710
596.0800171,0.4482082
597.0800171,0.4077846
598.0800171,0.4137663
599.0800171,0.4260722
600.0800171,0.4301183
601.0800171,0.4173215
602.1300049,0.4129314
603.1300049,0.4284184
604.1300049,0.4072089
605.1300049,0.4241650
606.1300049,0.4128297
607.1300049,0.4089533
608.1300049,0.4198289
609.1300049,0.4262246
610.2400513,0.4108204
611.2400513,0.4359621
612.2400513,0.4403936
613.2400513,0.4520735
614.2400513,0.4407064
615.2400513,0.4417696
616.2400513,0.4117911
617.2400513,0.3973635
618.2700195,0.4439457
619.2700195,0.4359877
620.2700195,0.4662502
621.2700195,0.4150717
622.2700195,0.4059584
623.2700195,0.4262107
624.2700195,0.3927006
625.2700195,0.4121974
626.1500244,0.3953671
627.1500244,0.4032243
628.1500244,0.4120257
629.1500244,0.4116555
630.1500244,0.4055207
631.1500244,0.4633570
632.1500244,0.4261832
632.9900513,0.4248871
633.9900513,0.4072577
634.9900513,0.4020322
635.9900513,0.4027802
636.9900513,0.4075140
637.9900513,0.4028633
638.9900513,0.4166704
640.0700073,0.4051279
641.0700073,0.4392250
642.0700073,0.4444067
643.0700073,0.4326806
644.0700073,0.3940980
645.0700073,0.3593752
646.0700073,0.3997160
647.0700073,0.4072016
648.1000366,0.4030438
649.1000366,0.3986510
650.1000366,0.3857502
651.1000366,0.4319741
652.1000366,0.3982266
653.1000366,0.3984267
654.1000366,0.4035139
655.5700073,0.4026313
656.5700073,0.4159076
657.5700073,0.4311844
658.5700073,0.4463390
659.5700073,0.4488268
660.5700073,0.4578640
661.5700073,0.4235134
662.5700073,0.4387542
663.4600220,0.4502535
664.4600220,0.4371079
665.4600220,0.4368017
666.4600220,0.4326754
667.4600220,0.4270819
668.4600220,0.4558828
669.4600220,0.4724911
670.4600220,0.4271059
670.9700317,0.4185119
671.9700317,0.4181025
672.9700317,0.4151963
673.9700317,0.4378246
674.9700317,0.4475037
675.9700317,0.4376664
676.9700317,0.4089045
677.6900024,0.4149106
678.6900024,0.4404471
679.6900024,0.4196702
680.6900024,0.4209100
681.6900024,0.4238278
682.6900024,0.4250909
683.6900024,0.4244155
684.4300537,0.4034068
685.4300537,0.4325928
686.4300537,0.4726499
687.4300537,0.4228086
688.4300537,0.4430212
689.4300537,0.3969231
690.4300537,0.4131778
691.0900269,0.4209813
692.0900269,0.3626844
693.0900269,0.3745255
694.0900269,0.3586311
695.0900269,0.3583269
696.0900269,0.3749986
697.0900269,0.3980466
698.0900269,0.3942872
699.0900269,0.4119140
700.0900269,0.3858441
701.0900269,0.3763532
702.0900269,0.3898704
703.0900269,0.3544109
704.0900269,0.3655452
705.0900269,0.3906305
706.3100586,0.3809860
707.3100586,0.3721150
708.3100586,0.3506547
709.3100586,0.3715944
710.3100586,0.3824441
711.3100586,0.3781903
712.3100586,0.3647977
713.3100586,0.3970120
713.9600220,0.3735467
714.9600220,0.3553044
715.9600220,0.3440481
716.9600220,0.3642474
717.9600220,0.3906741
718.9600220,0.3552603
719.9600220,0.3775588
720.9600220,0.3569134
721.6700439,0.3622495
722.6700439,0.3861100
723.6700439,0.3845306
724.6700439,0.3573886
725.6700439,0.3720841
726.6700439,0.3596477
727.6700439,0.3701546
728.3100586,0.3774826
729.3100586,0.3966702
730.3100586,0.3649289
731.3100586,0.3592933
732.3100586,0.4097102
733.3100586,0.4303742
734.3100586,0.4297383
735.0400391,0.4071698
736.0400391,0.4065886
737.0400391,0.3777987
738.0400391,0.4131243
739.0400391,0.3978898
740.0400391,0.4197059
741.0400391,0.4012293
742.0400391,0.4565219
742.9500122,0.4226069
743.9500122,0.4286951
744.9500122,0.4317147
745.9500122,0.4314288
746.9500122,0.4314713
747.9500122,0.4045302
748.9500122,0.4280964
749.9500122,0.4415632
750.9800415,0.4194791
751.9800415,0.4222485
752.9800415,0.4121652
753.9800415,0.4324578
754.9800415,0.4002174
755.9800415,0.4138718
756.9800415,0.3979938
757.7700195,0.4290495
758.7700195,0.4030919
759.7700195,0.3553459
760.7700195,0.4054484
761.7700195,0.3866611
762.7700195,0.3936011
763.7700195,0.4078839
764.7700195,0.4024120
765.8700562,0.3953053
766.8700562,0.4054471
767.8700562,0.4113129
768.8700562,0.4103127
769.8700562,0.4373618
770.8700562,0.4379412
771.8700562,0.4526714
772.8700562,0.4650807
773.8700562,0.4277476
774.8700562,0.4293942
775.7400513,0.4224013
776.7400513,0.4215967
777.7400513,0.4054011
778.7400513,0.4046356
779.7400513,0.4421751
780.7400513,0.4498255
781.5500488,0.4199338
782.5500488,0.4346396
783.5500488,0.4276451
784.5500488,0.4483944
785.5500488,0.4149554
786.5500488,0.4194346
787.5500488,0.4324538
788.5500488,0.4243304
789.1100464,0.4271373
790.1100464,0.4283126
791.1100464,0.4440013
792.1100464,0.4417988
793.1100464,0.4372400
794.1100464,0.4417257
795.4100342,0.4446763
796.4100342,0.4225732
797.4100342,0.3987703
798.4100342,0.4269036
799.4100342,0.4135783
800.4100342,0.4137748
801.4100342,0.4094053
802.9100342,0.4407561
803.9100342,0.4308876
804.9100342,0.4599123
805.9100342,0.4264664
806.9100342,0.4216424
807.9100342,0.4363633
808.9100342,0.4126877
809.7600098,0.4385653
810.7600098,0.4341737
811.7600098,0.4074833
812.7600098,0.4082366
813.7600098,0.4172566
814.7600098,0.4465936
816.0300293,0.4272855
817.0300293,0.4255785
818.0300293,0.4200949
819.0300293,0.3993755
820.0300293,0.4296535
821.0300293,0.4367706
822.0300293,0.4080647
823.2500610,0.3882487
824.2500610,0.4213700
825.2500610,0.3896366
826.2500610,0.3865679
827.2500610,0.4059358
828.2500610,0.4397828
829.2500610,0.4143963
829.9300537,0.3857360
830.9300537,0.4035875
831.9300537,0.3801408
832.9300537,0.4066246
833.9300537,0.3976060
834.9300537,0.3803121
835.9300537,0.3845651
836.4600220,0.3930160
837.4600220,0.4211693
838.4600220,0.4141417
839.4600220,0.3965386
840.4600220,0.3931086
841.4600220,0.4239396
842.6500244,0.3852723
843.6500244,0.4173833
844.6500244,0.4108416
845.6500244,0.4170607
846.6500244,0.4304973
847.6500244,0.4109222
848.6500244,0.4053433
849.6500244,0.4275105
850.5500488,0.4178369
851.5500488,0.4005444
852.5500488,0.4187050
853.5500488,0.4221779
854.5500488,0.4075829
855.5500488,0.4104683
856.5500488,0.3814837
857.1300659,0.4112541
858.1300659,0.4003575
859.1300659,0.4180376
860.1300659,0.4421231
861.1300659,0.4597566
862.1300659,0.4312812
863.2600708,0.4047110
864.2600708,0.4243062
865.2600708,0.4669627
866.2600708,0.4084115
867.2600708,0.4042146
868.2600708,0.4299102
869.2600708,0.3841745
869.9000244,0.3956415
870.9000244,0.3768634
871.9000244,0.4107779
872.9000244,0.4324104
873.9000244,0.4533471
874.9000244,0.4589546
876.2700195,0.4518728
877.2700195,0.4540534
878.2700195,0.4198712
879.2700195,0.4413591
880.2700195,0.4492558
881.2700195,0.4293515
882.2700195,0.4167354
883.2700195,0.4463190
884.6000366,0.4607827
885.6000366,0.4449678
886.6000366,0.4263358
887.6000366,0.4282009
888.6000366,0.4473786
889.6000366,0.4574136
890.6000366,0.4529974
891.3700562,0.4475678
892.3700562,0.4303672
893.3700562,0.4146054
894.3700562,0.4148041
895.3700562,0.4309076
896.3700562,0.4277118
897.6000366,0.4458430
898.6000366,0.4176590
899.6000366,0.4062097
900.6000366,0.4026306
901.6000366,0.4063726
902.6000366,0.3953647
903.6000366,0.4124092
904.6000366,0.3792251
905.6100464,0.4037764
906.6100464,0.4140978
907.6100464,0.3749753
908.6100464,0.3966715
909.6100464,0.4158860
910.6100464,0.3867833
911.6100464,0.3878441
912.6100464,0.4109723
913.7000732,0.4017228
914.7000732,0.4254445
915.7000732,0.4079101
916.7000732,0.4642308
917.7000732,0.4382607
918.7000732,0.4436316
920.0100708,0.4465261
921.0100708,0.4344155
922.0100708,0.4304945
923.0100708,0.4129985
924.0100708,0.4348780
925.0100708,0.4665719
926.1900635,0.4220257
927.1900635,0.4265446
928.1900635,0.4251519
929.1900635,0.4268286
930.1900635,0.4295195
931.1900635,0.4110270
932.1900635,0.4338108
932.8900146,0.4204505
933.8900146,0.4274052
934.8900146,0.4260162
935.8900146,0.4455232
936.8900146,0.4154972
937.8900146,0.4393376
938.8900146,0.4419926
940.1600342,0.4350081
941.1600342,0.4323128
942.1600342,0.4444521
943.1600342,0.4349158
944.1600342,0.4341623
945.1600342,0.4415315
946.3500366,0.4338659
947.3500366,0.4326385
948.3500366,0.4551643
949.3500366,0.4418482
950.3500366,0.4310547
951.3500366,0.4278173
952.3500366,0.4393637
953.8100586,0.4386326
954.8100586,0.4455871
955.8100586,0.4374670
956.8100586,0.4537021
957.8100586,0.4415368
958.8100586,0.4587307
959.8100586,0.4367026
960.5200195,0.4505115
961.5200195,0.4495124
962.5200195,0.4676139
963.5200195,0.4313123
964.5200195,0.4353191
965.5200195,0.4380822
966.5200195,0.4322038
967.2300415,0.4053737
968.2300415,0.4180522
969.2300415,0.4493586
970.2300415,0.4388257
971.2300415,0.4404974
972.2300415,0.4316503
973.5100708,0.4569447
974.5100708,0.4414378
975.5100708,0.4418505
976.5100708,0.4489594
977.5100708,0.4489370
978.5100708,0.4365477
979.5100708,0.4342768
980.3700562,0.4419702
981.3700562,0.4456421
982.3700562,0.4584756
983.3700562,0.4531589
984.3700562,0.4299395
985.3700562,0.4528793
986.3700562,0.4314902
986.9200439,0.4380861
987.9200439,0.4202245
988.9200439,0.4112679
989.9200439,0.4345497
990.9200439,0.4126017
991.9200439,0.4243654
992.9200439,0.4297972
993.5000610,0.3969395
994.5000610,0.4364231
995.5000610,0.4259509
996.5000610,0.4051254
997.5000610,0.4172852
998.5000610,0.4086042
1000.0000610,0.4182038
1001.0000610,0.4433263
1002.0000610,0.4312232
1003.0000610,0.4015314
1004.0000610,0.4347718
1005.0000610,0.4208438
1006.0000610,0.4341414
1006.7400513,0.4184758
1007.7400513,0.4111383
1008.7400513,0.4251842
1009.7400513,0.4282592
1010.7400513,0.4138172
1011.7400513,0.4195691
1012.7400513,0.4229642
1013.5300293,0.4339337
1014.5300293,0.4492371
1015.5300293,0.4487396
1016.5300293,0.4217529
1017.5300293,0.4177154
1018.5300293,0.4257281
1019.5300293,0.4102216
1020.0900269,0.4122543
1021.0900269,0.4124508
1022.0900269,0.4067056
1023.0900269,0.4264841
1024.0900879,0.4291021
1025.0900879,0.4132592
1026.0900879,0.4213173
1026.8500977,0.4521007
1027.8500977,0.4322880
1028.8500977,0.4423678
1029.8500977,0.4219236
1030.8500977,0.4168318
1031.8500977,0.4232726
1032.8500977,0.4193404
1033.8500977,0.4281137
1034.5900879,0.4218260
1035.5900879,0.4231357
1036.5900879,0.4310150
1037.5900879,0.4325792
1038.5900879,0.4219027
1039.5900879,0.4365089
1040.5900879,0.4283127
1041.5900879,0.4322455
1042.3100586,0.4090204
1043.3100586,0.4268436
1044.3100586,0.3968330
1045.3100586,0.4083324
1046.3100586,0.4290608
1047.3100586,0.4704237
1048.3100586,0.4584160
1049.0300293,0.4329919
1050.0300293,0.4321531
1051.0300293,0.4297563
1052.0300293,0.4206268
1053.0300293,0.4408160
1054.0300293,0.4510932
1055.0300293,0.4370037
1055.6300049,0.4262011
1056.6300049,0.4310512
1057.6300049,0.4314756
1058.6300049,0.4256992
1059.6300049,0.4214460
1060.6300049,0.4422380
1061.6300049,0.4408486
1062.6300049,0.4296262
1063.1500244,0.4157358
1064.1500244,0.4206486
1065.1500244,0.3933242
1066.1500244,0.3947353
1067.1500244,0.4116713
1068.1500244,0.4132852
1069.1500244,0.3840592
1069.7500000,0.4036135
1070.7500000,0.3981135
1071.7500000,0.4200644
1072.7500000,0.4156515
1073.7500000,0.4177837
1074.7500000,0.4445729
1076.1300049,0.4318686
1077.1300049,0.4034059
1078.1300049,0.3984120
1079.1300049,0.3823993
1080.1300049,0.3640600
1081.1300049,0.3745761
1082.1300049,0.4050844
1083.1300049,0.3975210
1083.6700439,0.3644527
1084.6700439,0.3527844
1085.6700439,0.3760067
1086.6700439,0.3986208
1087.6700439,0.3984465
1088.6700439,0.3686836
1089.6700439,0.3615512
1090.7800293,0.3836549
1091.7800293,0.4232140
1092.7800293,0.4098471
1093.7800293,0.4191929
1094.7800293,0.4173676
1095.7800293,0.4227968
1096.7800293,0.4021561
1097.4200439,0.4062721
1098.4200439,0.4152669
1099.4200439,0.3947770
1100.4200439,0.3884038
1101.4200439,0.4165300
1102.4200439,0.4332075
1103.4200439,0.4268660
1104.2000732,0.4078813
1105.2000732,0.4229852
1106.2000732,0.3980067
1107.2000732,0.3994641
1108.2000732,0.4103326
1109.2000732,0.3814988
1110.2000732,0.4131965
1110.9801025,0.4096274
1111.9801025,0.4136401
1112.9801025,0.4041525
1113.9801025,0.4136712
1114.9801025,0.4068804
1115.9801025,0.4374475
1117.2401123,0.4263063
1118.2401123,0.4460213
1119.2401123,0.4362165
1120.2401123,0.4459386
1121.2401123,0.4741342
1122.2401123,0.4696704
1123.2401123,0.5112647
1123.9300537,0.4945430
1124.9300537,0.4995963
1125.9300537,0.4824546
1126.9300537,0.5049734
1127.9300537,0.4835803
1128.9300537,0.5023958
1129.9300537,0.4916016
1130.9200439,0.4973471
1131.9200439,0.4929094
1132.9200439,0.4893682
1133.9200439,0.5167588
1134.9200439,0.5049599
1135.9200439,0.4983064
1136.9200439,0.4876421
