#Time E_VdW_mm(Protein)	E_Elec_mm(Protein)	E_Pol(Protein)	E_Apol(Protein)	E_VdW_mm(Ligand)	E_Elec_mm(Ligand)	E_Pol(Ligand)	E_Apol(Ligand)	E_VdW_mm(Complex)	E_Elec_mm(Complex)	E_Pol(Complex)	E_Apol(Complex)	Delta_E_mm	Delta_E_Pol	Delta_E_Apol	Delta_E_binding

#Complex 1
    1500770.000           0.000           0.000      -55376.965        3198.737          0.000           0.000      -39818.154        4691.559       -845.481           7.940      -94762.873        7940.319       -837.541         432.246          50.023        -355.272
    1520640.000           0.000           0.000      -54731.175        3169.760          0.000           0.000      -40019.550        4707.783       -780.091           2.630      -94581.921        7913.713       -777.461         168.804          36.170        -572.487
    1540280.000           0.000           0.000      -52928.741        3147.118          0.000           0.000      -39760.691        4721.576       -744.120           4.707      -92466.775        7923.550       -739.413         222.657          54.856        -461.900
    1560370.000           0.000           0.000      -55745.339        3209.703          0.000           0.000      -39483.735        4691.832       -848.847          -6.885      -94903.062        7941.531       -855.732         326.012          39.996        -489.724
    1580470.000           0.000           0.000      -54014.278        3187.914          0.000           0.000      -39831.130        4691.052       -816.458         -19.664      -93525.910        7926.522       -836.122         319.498          47.556        -469.068
    1599360.000           0.000           0.000      -54145.478        3129.665          0.000           0.000      -39504.054        4716.979       -922.108           6.839      -93350.861        7889.562       -915.269         298.671          42.918        -573.680
    1619020.000           0.000           0.000      -54372.305        3186.503          0.000           0.000      -39385.683        4685.620       -791.084         -13.943      -93568.760        7917.821       -805.027         189.228          45.698        -570.101
    1639760.000           0.000           0.000      -55116.155        3204.008          0.000           0.000      -39734.055        4693.882       -768.785          22.693      -94393.493        7944.319       -746.092         456.717          46.429        -242.946
    1660720.000           0.000           0.000      -56654.230        3229.774          0.000           0.000      -39736.193        4698.232       -882.938           4.994      -96137.873        7969.103       -877.944         252.550          41.097        -584.297
    1680250.000           0.000           0.000      -56586.821        3266.281          0.000           0.000      -39871.851        4703.503       -865.280           8.346      -96507.209        8009.463       -856.934         -48.537          39.679        -865.792
    1700540.000           0.000           0.000      -55953.860        3207.437          0.000           0.000      -39930.216        4711.125       -939.111          21.948      -95719.151        7948.858       -917.163         164.925          30.296        -721.942
    1720640.000           0.000           0.000      -55120.374        3205.832          0.000           0.000      -39730.764        4688.453       -845.001          10.515      -94648.902        7949.441       -834.486         202.236          55.156        -577.094
    1740490.000           0.000           0.000      -57379.284        3238.561          0.000           0.000      -39584.648        4703.021       -816.609           5.519      -96468.021        7995.518       -811.090         495.911          53.936        -261.243
    1760530.000           0.000           0.000      -56280.199        3237.878          0.000           0.000      -39644.275        4709.708       -972.489          10.052      -95535.294        7974.112       -962.437         389.180          26.526        -546.731
    1780450.000           0.000           0.000      -56338.755        3211.917          0.000           0.000      -39904.804        4685.043      -1013.090          35.863      -95709.052        7933.330       -977.227         534.507          36.370        -406.350
    1800740.000           0.000           0.000      -56520.096        3260.851          0.000           0.000      -39819.323        4705.464       -990.508          11.428      -96207.893        7986.001       -979.080         131.526          19.686        -827.868
    1820710.000           0.000           0.000      -55379.118        3196.599          0.000           0.000      -39796.714        4714.323       -881.922          17.231      -94834.474        7960.975       -864.691         341.358          50.053        -473.280
    1841670.000           0.000           0.000      -54705.292        3222.588          0.000           0.000      -39812.700        4704.941       -893.444          -3.666      -94335.644        7950.382       -897.110         182.348          22.853        -691.909
    1861930.000           0.000           0.000      -56743.818        3194.438          0.000           0.000      -39970.381        4721.156       -902.601           7.899      -96149.796        7949.125       -894.702         564.403          33.531        -296.768
    1882880.000           0.000           0.000      -56171.798        3225.610          0.000           0.000      -39896.544        4710.965       -907.190           7.292      -95782.177        7959.567       -899.898         286.165          22.992        -590.741
    1903600.000           0.000           0.000      -55202.171        3202.959          0.000           0.000      -39711.065        4710.437       -914.576         -14.416      -94029.756        7958.789       -928.992         883.480          45.393          -0.119
    1924120.000           0.000           0.000      -55036.339        3197.679          0.000           0.000      -39733.209        4716.759       -901.525         -13.310      -94092.168        7936.719       -914.835         677.380          22.281        -215.174
    1943380.000           0.000           0.000      -56786.357        3228.436          0.000           0.000      -39914.178        4704.814       -927.936          -0.811      -95844.051        7956.970       -928.747         856.484          23.720         -48.543
    1963450.000           0.000           0.000      -55366.221        3212.477          0.000           0.000      -39628.570        4682.574       -787.214          -0.188      -94990.674        7953.129       -787.402           4.117          58.078        -725.207
    1984130.000           0.000           0.000      -56570.407        3198.360          0.000           0.000      -39904.992        4694.678       -992.009          10.402      -95609.363        7935.615       -981.607         866.036          42.577         -72.994
