Time (ps),Hydrogen bonds,Pairs within 0.35 nm
266580,1,5
267980,4,6
268980,1,2
269980,4,5
270980,5,9
271980,5,8
272980,3,6
273980,7,6
274960,3,2
275960,3,6
276960,4,4
277960,4,6
278960,3,1
279960,0,1
280960,5,2
281960,2,5
283290,4,9
284290,1,7
285290,2,3
286290,3,7
287290,2,5
288290,4,1
289290,6,8
290480,2,4
291480,5,6
292480,4,5
293480,4,3
294480,3,6
295480,4,7
296480,5,9
297390,5,6
298390,5,10
299390,3,6
300390,4,3
301390,6,7
302390,1,4
303390,3,6
304320,2,3
305320,6,8
306320,3,4
307320,2,9
308320,2,5
309320,5,11
310320,4,3
311320,2,2
312180,4,2
313180,5,3
314180,4,2
315180,3,3
316180,1,0
317180,4,2
318180,5,8
319500,3,7
320500,3,9
321500,6,8
322500,6,4
323500,3,7
324500,6,2
325500,4,6
326220,4,5
327220,4,6
328220,6,4
329220,4,10
330220,5,4
331220,6,7
332220,4,12
333520,6,4
334520,5,5
335520,7,7
336520,10,7
337520,9,9
338520,6,7
339520,7,11
340420,6,6
341420,7,8
342420,5,10
343420,9,5
344420,7,9
345420,7,6
346420,2,3
347300,5,7
348300,5,7
349300,7,7
350300,7,2
351300,4,8
352300,5,5
353300,2,6
354300,5,5
355670,4,8
356670,7,8
357670,1,5
358670,3,5
359670,5,7
360670,6,11
361670,3,11
362670,9,12
363970,4,12
364970,5,8
365970,4,11
366970,3,5
367970,0,2
368970,0,9
369970,3,0
370970,2,3
371670,1,1
372670,4,8
373670,3,3
374670,3,0
375670,3,3
376670,1,1
377670,2,7
378620,4,3
379620,2,11
380620,4,7
381620,1,6
382620,2,6
383620,5,6
384620,4,6
385620,7,7
386990,5,9
387990,7,7
388990,5,13
389990,5,7
390990,8,9
391990,4,4
392990,4,7
393990,2,7
394750,3,1
395750,3,3
396750,3,2
397750,3,2
398750,4,8
399750,2,3
400750,2,3
401680,5,2
402680,3,2
403680,4,7
404680,5,6
405680,4,11
406680,7,14
407680,3,9
408680,5,6
409680,4,7
410920,6,4
411920,5,8
412920,5,11
413920,5,8
414920,4,7
415460,6,7
416460,6,4
417460,5,5
418460,5,5
419460,6,4
420460,4,4
421460,4,5
422490,3,3
423490,6,6
424490,9,8
425490,6,3
426490,6,7
427490,8,3
428490,5,5
429380,4,5
430380,9,11
431380,4,8
432380,5,4
433380,6,6
434380,4,5
435380,5,8
436380,3,5
436970,3,7
437970,8,3
438970,5,4
439970,3,9
440970,2,5
441970,2,4
442970,6,8
443970,5,9
445360,6,5
446360,4,4
447360,5,4
448360,4,5
449360,4,6
450360,4,5
451360,5,3
452010,7,5
453010,1,4
454010,4,3
455010,1,5
456010,4,3
457010,3,1
458010,4,5
459010,5,6
459890,5,7
460890,6,9
461890,4,5
462890,4,8
463890,4,3
464890,4,9
465890,8,9
466760,8,12
467760,6,9
468760,5,5
469760,6,5
470760,3,7
471760,6,11
472760,5,8
473760,3,8
474940,6,4
475940,5,10
476940,4,9
477940,6,7
478940,7,10
479940,5,10
480940,8,5
481890,2,11
482890,4,2
483890,5,6
484890,7,8
485890,8,7
486890,5,12
487890,5,6
488810,8,8
489810,5,7
490810,7,4
491810,4,4
492810,3,1
493810,3,2
494810,3,6
496060,5,7
497060,8,10
498060,7,8
499060,5,12
500060,6,6
501060,3,5
502060,6,5
503060,5,10
504060,5,3
505060,3,1
506060,5,1
507060,7,3
508060,5,3
509060,2,6
510060,5,8
511450,7,5
512450,6,7
513450,8,10
514450,4,11
515450,7,11
516450,8,10
517450,13,10
518280,7,4
519280,7,5
520280,8,6
521280,8,3
522280,6,1
523280,5,4
524280,4,5
525280,6,4
526090,5,9
527090,8,6
528090,4,7
529090,6,3
530090,7,10
531090,7,4
532090,6,6
532920,4,6
533920,5,6
534920,5,5
535920,8,5
536920,7,1
537920,8,13
538920,4,9
539450,6,8
540450,6,4
541450,5,4
542450,4,8
543450,5,2
544450,3,3
545450,7,3
546450,3,5
547530,5,5
548530,4,8
549530,6,8
550530,6,8
551530,6,4
552530,5,8
553530,7,5
554150,4,2
555150,5,4
556150,4,4
557150,4,2
558150,5,1
559150,5,3
560150,6,7
561180,4,4
562180,8,5
563180,4,3
564180,4,2
565180,5,1
566180,3,0
567180,3,4
568500,5,1
569500,1,2
570500,3,1
571500,5,5
572500,5,1
573500,4,3
574500,6,6
575500,5,4
576780,7,0
577780,6,2
578780,4,4
579780,5,6
580780,6,1
581780,4,0
582780,5,7
583700,3,6
584700,4,2
585700,3,3
586700,5,1
587700,3,2
588700,5,3
589700,6,3
590700,5,0
591720,5,3
592720,2,2
593720,4,4
594720,4,4
595720,9,6
596720,5,6
597720,8,12
598740,6,8
599740,5,2
600740,8,9
601740,9,11
602740,7,4
603740,3,4
604740,1,2
605710,4,3
606710,1,2
607710,4,6
608710,3,3
609710,4,1
610710,2,2
611710,2,4
612670,7,10
613670,3,4
614670,3,5
615670,7,6
616670,4,7
617670,8,7
618670,6,6
619670,3,7
620670,5,9
