Time (ps),fter lsq fit to Backbone
185.8600159,0.3336865
186.8600159,0.3380409
187.8600159,0.3359649
188.8600159,0.3249376
190.3000031,0.3078331
191.3000031,0.3257560
192.3000031,0.3439741
193.3000031,0.3243576
194.3000031,0.3447137
195.3000031,0.3222205
196.3000031,0.3485783
196.9000092,0.3372590
197.9000092,0.3489836
198.9000092,0.3397312
200.0000153,0.3397602
201.0000153,0.3387373
202.0000153,0.3230636
203.0000153,0.3303869
204.0000153,0.3337947
205.0000153,0.3306653
206.0000153,0.3316936
207.0200043,0.3262822
208.0200043,0.3444132
209.0200043,0.3458305
210.0200043,0.3389880
211.0200043,0.3409308
212.0200043,0.3320843
213.0200043,0.3332940
214.0200043,0.3356945
214.9300079,0.3360318
215.9300079,0.3475875
216.9300079,0.3349405
217.9300079,0.3515403
218.9300079,0.3495578
219.9300079,0.3375638
220.9300079,0.3510373
221.9300079,0.3454388
223.2700043,0.3634724
224.2700043,0.3563966
225.2700043,0.3571496
226.2700043,0.3714537
227.2700043,0.3533753
228.2700043,0.3562434
229.2700043,0.3529227
230.1400146,0.3647990
231.1400146,0.3784347
232.1400146,0.3720720
233.1400146,0.3806680
234.1400146,0.3488521
235.1400146,0.3604635
236.1400146,0.3619103
237.1200104,0.3665001
238.1200104,0.3478990
239.1200104,0.3362029
240.1200104,0.3244900
241.1200104,0.3151775
242.1200104,0.3303298
243.1200104,0.3195730
244.3800049,0.3500714
245.3800049,0.3334981
246.3800049,0.3253241
247.3800049,0.3318330
248.3800049,0.3337492
249.3800049,0.3425299
250.3800049,0.3450813
251.3800049,0.3325463
252.6400146,0.3690959
253.6400146,0.3549537
254.6400146,0.3626541
255.6400146,0.3689978
256.6400146,0.3690883
257.6400146,0.3589064
258.6400146,0.3658468
259.5800171,0.3533049
260.5800171,0.3680192
261.5800171,0.3575830
262.5800171,0.3539839
263.5800171,0.3579585
264.5800171,0.3621805
265.5800171,0.3564618
266.5800171,0.3623129
267.9800110,0.3571055
268.9800110,0.3348550
269.9800110,0.3218096
270.9800110,0.3566043
271.9800110,0.3683930
272.9800110,0.3477344
273.9800110,0.3552059
274.9600220,0.3504444
275.9600220,0.3397747
276.9600220,0.3600700
277.9600220,0.3484046
278.9600220,0.3593500
279.9600220,0.3364981
280.9600220,0.3517278
281.9600220,0.3397643
283.2900085,0.3328398
284.2900085,0.3399533
285.2900085,0.3470922
286.2900085,0.3542695
287.2900085,0.3490055
288.2900085,0.3424573
289.2900085,0.3512647
290.4800110,0.3524682
291.4800110,0.3580479
292.4800110,0.3586704
293.4800110,0.3699720
294.4800110,0.3570798
295.4800110,0.3540129
296.4800110,0.3561250
297.3900146,0.3486459
298.3900146,0.3530568
299.3900146,0.3435861
300.3900146,0.3465462
301.3900146,0.3684220
302.3900146,0.3490372
303.3900146,0.3542716
304.3200073,0.3581577
305.3200073,0.3429895
306.3200073,0.3438936
307.3200073,0.3520806
308.3200073,0.3650180
309.3200073,0.3550684
310.3200073,0.3647539
311.3200073,0.3500113
312.1800232,0.3675373
313.1800232,0.3609647
314.1800232,0.3671052
315.1800232,0.3580941
316.1800232,0.3680989
317.1800232,0.3653603
318.1800232,0.3698249
319.5000000,0.3699939
320.5000000,0.3459328
321.5000305,0.3774381
322.5000305,0.3491095
323.5000305,0.3705218
324.5000305,0.3688829
325.5000305,0.3682241
326.2200012,0.3779802
327.2200012,0.3778071
328.2200012,0.3749243
329.2200012,0.3845801
330.2200012,0.3762894
331.2200012,0.3821447
332.2200012,0.3695025
333.5200195,0.3715948
334.5200195,0.3528712
335.5200195,0.3424316
336.5200195,0.3503540
337.5200195,0.3501265
338.5200195,0.3820773
339.5200195,0.3884415
340.4200134,0.4035387
341.4200134,0.3754701
342.4200134,0.3731561
343.4200134,0.3994451
344.4200134,0.3880627
345.4200134,0.3601204
346.4200134,0.3576552
347.3000183,0.3728447
348.3000183,0.3678180
349.3000183,0.3338547
350.3000183,0.3547411
351.3000183,0.3442845
352.3000183,0.3546272
353.3000183,0.3588400
354.3000183,0.3553014
355.6700134,0.3560819
356.6700134,0.3704922
357.6700134,0.3446252
358.6700134,0.3593856
359.6700134,0.3483311
360.6700134,0.3622139
361.6700134,0.3582610
362.6700134,0.3545567
363.9700317,0.3279539
364.9700317,0.3498395
365.9700317,0.3381733
366.9700317,0.3440390
367.9700317,0.3601943
368.9700317,0.3473950
369.9700317,0.3521667
370.9700317,0.3506484
371.6700134,0.3402581
372.6700134,0.3515133
373.6700134,0.3649587
374.6700134,0.3475744
375.6700134,0.3495947
376.6700134,0.3892683
377.6700134,0.3588876
378.6200256,0.3640910
379.6200256,0.3585834
380.6200256,0.3644940
381.6200256,0.3650416
382.6200256,0.3504243
383.6200256,0.3408099
384.6200256,0.3338953
385.6200256,0.3594482
386.9900208,0.3460129
387.9900208,0.3464981
388.9900208,0.3608648
389.9900208,0.3434497
390.9900208,0.3505721
391.9900208,0.3575585
392.9900208,0.3736073
393.9900208,0.3588158
394.7500305,0.3441381
395.7500305,0.3682874
396.7500305,0.3579575
397.7500305,0.3663644
398.7500305,0.3909488
399.7500305,0.3771923
400.7500305,0.3605293
401.6800232,0.3815136
402.6800232,0.3457496
403.6800232,0.3553827
404.6800232,0.3549297
405.6800232,0.3535086
406.6800232,0.3606263
407.6800232,0.3639455
408.6800232,0.3621545
409.6800232,0.3695028
410.9200134,0.3623346
411.9200134,0.3642497
412.9200134,0.3776889
413.9200134,0.3829566
414.9200134,0.3939950
415.4600220,0.3708877
416.4600220,0.3565245
417.4600220,0.3681485
418.4600220,0.3570889
419.4600220,0.3534278
420.4600220,0.3418084
421.4600220,0.3254767
422.4900208,0.3454060
423.4900208,0.3492161
424.4900208,0.3612584
425.4900208,0.3537656
426.4900208,0.3490852
427.4900208,0.3509470
428.4900208,0.3605797
429.3800354,0.3621083
430.3800354,0.3697452
431.3800354,0.3446302
432.3800354,0.3778829
433.3800354,0.3610361
434.3800354,0.3709392
435.3800354,0.3697087
436.3800354,0.3480629
436.9700317,0.3539993
437.9700317,0.3812950
438.9700317,0.3776147
439.9700317,0.3803948
440.9700317,0.3889095
441.9700317,0.4005931
442.9700317,0.3789351
443.9700317,0.3677340
445.3600159,0.3768279
446.3600159,0.3679353
447.3600159,0.3626478
448.3600159,0.3535847
449.3600159,0.3361297
450.3600159,0.3542199
451.3600159,0.3541800
452.0100098,0.3587873
453.0100098,0.3510640
454.0100098,0.3518010
455.0100098,0.3721957
456.0100098,0.3709520
457.0100098,0.3765202
458.0100098,0.3441620
459.0100098,0.3696234
459.8900146,0.3589420
460.8900146,0.3541601
461.8900146,0.3509941
462.8900146,0.3549324
463.8900146,0.3435849
464.8900146,0.3340791
465.8900146,0.3510903
466.7600098,0.3472127
467.7600098,0.3567385
468.7600098,0.3440759
469.7600098,0.3474935
470.7600098,0.3598553
471.7600098,0.3543083
472.7600098,0.3758682
473.7600098,0.3441212
474.9400330,0.3461607
475.9400330,0.3389013
476.9400330,0.3680247
477.9400330,0.3478805
478.9400330,0.3723933
479.9400330,0.3564320
480.9400330,0.3628208
481.8900146,0.3531010
482.8900146,0.3595299
483.8900146,0.3712495
484.8900146,0.3710616
485.8900146,0.3622470
486.8900146,0.3643601
487.8900146,0.3664669
488.8100281,0.3580537
489.8100281,0.3557069
490.8100281,0.3582771
491.8100281,0.3600122
492.8100281,0.3631843
493.8100281,0.3689746
494.8100281,0.3658330
496.0600281,0.3761920
497.0600281,0.3799311
498.0600281,0.3647457
499.0600281,0.3734152
500.0600281,0.3634822
501.0600281,0.3720930
502.0600281,0.3418223
503.0600281,0.3619783
504.0600281,0.3495180
505.0600281,0.3541503
506.0600281,0.3588810
507.0600281,0.3451039
508.0600281,0.3580618
509.0600281,0.3604685
510.0600281,0.3745590
511.4500122,0.3352002
512.4500122,0.3618479
513.4500122,0.3456686
514.4500122,0.3528071
515.4500122,0.3616325
516.4500122,0.3385892
517.4500122,0.3392143
518.2800293,0.3579435
519.2800293,0.3623971
520.2800293,0.3482005
521.2800293,0.3658457
522.2800293,0.3708644
523.2800293,0.3575773
524.2800293,0.3437505
525.2800293,0.3602337
526.0900269,0.3566715
527.0900269,0.3491789
528.0900269,0.3566869
529.0900269,0.3593288
530.0900269,0.3597137
531.0900269,0.3549878
532.0900269,0.3478622
532.9200439,0.3516980
533.9200439,0.3625428
534.9200439,0.3689530
535.9200439,0.3662456
536.9200439,0.3631710
537.9200439,0.3506981
538.9200439,0.3555096
539.4500122,0.3454909
540.4500122,0.3493075
541.4500122,0.3613400
542.4500122,0.3547617
543.4500122,0.3580711
544.4500122,0.3574430
545.4500122,0.3433438
546.4500122,0.3578803
547.5300293,0.3680187
548.5300293,0.3571718
549.5300293,0.3466517
550.5300293,0.3561060
551.5300293,0.3441983
552.5300293,0.3534015
553.5300293,0.3525974
554.1500244,0.3654715
555.1500244,0.3636870
556.1500244,0.3681911
557.1500244,0.3710586
558.1500244,0.3756498
559.1500244,0.3753023
560.1500244,0.3604519
561.1800537,0.3600219
562.1800537,0.3646767
563.1800537,0.3405360
564.1800537,0.3392096
565.1800537,0.3529307
566.1800537,0.3643711
567.1800537,0.3529498
568.5000000,0.3565021
569.5000000,0.3434623
570.5000000,0.3571148
571.5000000,0.3567864
572.5000000,0.3420749
573.5000000,0.3635131
574.5000000,0.3602397
575.5000000,0.3671838
576.7800293,0.3397269
577.7800293,0.3510247
578.7800293,0.3452744
579.7800293,0.3603660
580.7800293,0.3688636
581.7800293,0.3753709
582.7800293,0.3493945
583.7000122,0.3515979
584.7000122,0.3501057
585.7000122,0.3699412
586.7000122,0.3695532
587.7000122,0.3639687
588.7000122,0.3818114
589.7000122,0.3679523
590.7000122,0.3642402
591.7200317,0.3799683
592.7200317,0.3649430
593.7200317,0.3774476
594.7200317,0.3706791
595.7200317,0.3722833
596.7200317,0.3960441
597.7200317,0.3884084
598.7400513,0.3693452
599.7400513,0.3827602
600.7400513,0.3748351
601.7400513,0.3791420
602.7400513,0.3817258
603.7400513,0.3782898
604.7400513,0.3878396
605.7100220,0.3939590
606.7100220,0.3881807
607.7100220,0.3911959
608.7100220,0.3900236
609.7100220,0.3815289
610.7100220,0.4213882
611.7100220,0.3991538
612.6700439,0.4056119
613.6700439,0.3747627
614.6700439,0.3799196
615.6700439,0.3552664
616.6700439,0.3568925
617.6700439,0.3496021
618.6700439,0.3657567
619.6700439,0.3543094
620.9500122,0.3628389
621.9500122,0.3591465
622.9500122,0.3467498
623.9500122,0.3695348
624.9500122,0.3694179
625.9500122,0.3440328
626.9500122,0.3474028
627.9500122,0.3467999
629.2200317,0.3740435
630.2200317,0.3615219
631.2200317,0.3244537
632.2200317,0.3404448
633.2200317,0.3447883
634.2200317,0.3611410
635.2200317,0.3590717
636.4500122,0.3506048
637.4500122,0.3415688
638.4500122,0.3656634
639.4500122,0.3539556
640.4500122,0.3618761
641.4500122,0.3590584
642.4500122,0.3637859
643.7200317,0.3765566
644.7200317,0.3320411
645.7200317,0.3666444
646.7200317,0.3606414
647.7200317,0.3719908
648.7200317,0.3733487
649.7200317,0.3853679
650.7900391,0.3606712
651.7900391,0.3804031
652.7900391,0.3605484
653.7900391,0.3749008
654.7900391,0.3594737
655.7900391,0.3552761
656.7900391,0.3600366
657.7900391,0.3764366
659.1300049,0.3546562
660.1300049,0.3582855
661.1300049,0.3627490
662.1300049,0.3518108
663.1300049,0.3672012
664.1300049,0.3680656
665.1300049,0.3614249
666.4400024,0.3558543
667.4400024,0.3680739
668.4400024,0.4036824
669.4400024,0.3684233
670.4400024,0.3881946
671.4400024,0.3627192
672.4400024,0.3523019
673.4400024,0.3722607
674.5300293,0.3728276
675.5300293,0.3702450
676.5300293,0.3576085
677.5300293,0.3648848
678.5300293,0.3539390
679.5300293,0.3645653
680.5300293,0.3655960
681.5300293,0.3778955
682.8200073,0.3556120
683.8200073,0.3622322
684.8200073,0.3583906
685.8200073,0.3691703
686.8200073,0.3687087
687.8200073,0.3661068
688.8200073,0.3566593
689.8200073,0.3454691
690.6800537,0.3544601
691.6800537,0.3524987
692.6800537,0.3502730
693.6800537,0.3764833
694.6800537,0.3660901
695.6800537,0.3510597
696.6800537,0.3496170
697.6800537,0.3640372
698.2200317,0.3558451
699.2200317,0.3794927
700.2200317,0.3772944
701.2200317,0.3723662
702.2200317,0.3715177
703.2200317,0.3683946
704.5900269,0.3556744
705.5900269,0.3747377
706.5900269,0.3751395
707.5900269,0.3777689
708.5900269,0.3774435
709.5900269,0.3737644
710.5900269,0.3751509
711.4800415,0.3754189
712.4800415,0.3773821
713.4800415,0.3936712
714.4800415,0.3958239
715.4800415,0.3825959
716.4800415,0.3821377
717.4800415,0.3922745
718.4800415,0.3984988
719.6900635,0.4018800
720.6900635,0.4059095
721.6900635,0.4006593
722.6900635,0.3905251
723.6900635,0.3793774
724.6900635,0.3685532
725.6900635,0.3840012
726.2200317,0.3804638
727.2200317,0.3858214
728.2200317,0.3838093
729.2200317,0.4233323
730.2200317,0.4509237
731.2200317,0.4104206
732.3300171,0.4292240
733.3300171,0.4363011
734.3300171,0.4220678
735.3300171,0.4394367
736.3300171,0.4351911
737.3300171,0.3917333
738.3300171,0.4067232
739.3300171,0.4490091
740.5800171,0.4251945
741.5800171,0.4445425
742.5800171,0.4395142
743.5800171,0.4245402
744.5800171,0.4296057
745.5800171,0.4150082
746.5800171,0.4389237
747.3400269,0.4558300
748.3400269,0.4487835
749.3400269,0.4269254
750.3400269,0.4491692
751.3400269,0.4301091
752.3400269,0.3892607
753.3400269,0.4123932
754.3400269,0.4082149
755.6900635,0.3972399
756.6900635,0.4068109
757.6900635,0.4325286
758.6900635,0.3919388
759.6900635,0.3983960
760.6900635,0.3836010
761.6900635,0.3826490
762.9000244,0.4085824
763.9000244,0.4072465
764.9000244,0.4277438
765.9000244,0.4198125
766.9000244,0.4317282
767.9000244,0.4049589
768.9000244,0.3983688
769.9000244,0.3748575
770.6800537,0.3786022
771.6800537,0.4273147
772.6800537,0.4366967
773.6800537,0.4138660
774.7200317,0.3802148
775.7200317,0.3879256
776.7200317,0.3840154
777.7200317,0.4171825
778.7200317,0.4156114
779.7200317,0.4373746
780.7200317,0.4262537
781.6900635,0.4222699
782.6900635,0.4352800
783.6900635,0.4134439
784.6900635,0.3890314
785.6900635,0.4026429
786.6900635,0.3852861
787.6900635,0.4151968
789.0400391,0.3957700
790.0400391,0.4036532
791.0400391,0.3876440
792.0400391,0.3951375
793.0400391,0.3755175
794.0400391,0.3891194
795.0400391,0.3970017
796.0400391,0.3992212
797.1200562,0.4073840
798.1200562,0.4151596
799.1200562,0.3846807
800.1200562,0.4030422
801.1200562,0.3942552
802.1200562,0.4038033
803.1200562,0.3926434
804.1200562,0.3911432
805.0800171,0.4063391
806.0800171,0.3777424
807.0800171,0.4056342
808.0800171,0.3960055
809.0800171,0.3876144
810.0800171,0.3893682
811.0800171,0.3957941
812.1000366,0.4057595
813.1000366,0.3716577
814.1000366,0.3822522
815.1000366,0.3594587
816.1000366,0.3634964
817.1000366,0.3552346
818.1000366,0.3628498
818.9600220,0.3682703
819.9600220,0.3569546
820.9600220,0.3652312
821.9600220,0.3650069
822.9600220,0.3987065
823.9600220,0.4188563
824.9600220,0.4056744
825.9600220,0.3760035
826.9900513,0.3759786
827.9900513,0.3762843
828.9900513,0.3530489
829.9900513,0.3640605
830.9900513,0.3701026
831.9900513,0.3928581
832.9900513,0.3773357
833.9900513,0.3587805
835.4800415,0.3542720
836.4800415,0.3592841
837.4800415,0.3520635
838.4800415,0.3642220
839.4800415,0.3740261
840.4800415,0.3570370
841.4800415,0.3698687
842.4800415,0.3864360
843.5900269,0.3898235
844.5900269,0.3700758
845.5900269,0.3856877
846.5900269,0.3931749
847.5900269,0.3789415
848.5900269,0.3926111
849.5900269,0.4073717
850.9100342,0.4011596
851.9100342,0.4052353
852.9100342,0.3894164
853.9100342,0.4133147
854.9100342,0.4015377
855.9100342,0.4182150
856.9100342,0.4416906
857.4500122,0.3914109
858.4500122,0.4054611
859.4500122,0.3957815
860.4500122,0.4046361
861.4500122,0.4197817
862.4500122,0.4247970
863.4500122,0.3977038
864.4500122,0.4144356
865.7700195,0.4308882
866.7700195,0.3933694
867.7700195,0.4298484
868.7700195,0.4104316
869.7700195,0.4092132
870.7700195,0.4033609
871.7700195,0.4103417
872.7700195,0.3974564
873.3900146,0.4081568
874.3900146,0.3890586
875.3900146,0.3943269
876.3900146,0.3986330
877.3900146,0.3911404
878.3900146,0.3969753
879.3900146,0.3917566
880.3100586,0.3918328
881.3100586,0.4138167
882.3100586,0.4120167
883.3100586,0.3978584
884.3100586,0.4078647
885.3100586,0.4180878
886.3100586,0.4014178
887.3100586,0.4127869
888.1900635,0.4155762
889.1900635,0.4232557
890.1900635,0.4465742
891.1900635,0.3986381
892.1900635,0.4271871
893.1900635,0.4113716
894.1900635,0.3921503
894.7100220,0.4164300
895.7100220,0.4164853
896.7100220,0.3995493
897.7100220,0.4315754
898.7100220,0.3916079
899.7100220,0.3986865
900.7100220,0.3923958
901.9400635,0.4001348
902.9400635,0.3952238
903.9400635,0.3867765
904.9400635,0.3927003
905.9400635,0.4078862
906.9400635,0.4162430
907.9400635,0.4153467
908.9400635,0.3865760
909.5100708,0.3784161
910.5100708,0.3915905
911.5100708,0.4014915
912.5100708,0.4042874
913.5100708,0.4144947
914.5100708,0.4119190
915.5100708,0.3709596
916.5100708,0.3869685
917.8500366,0.3754996
918.8500366,0.3772283
919.8500366,0.3769718
920.8500366,0.3877917
921.8500366,0.4032813
922.8500366,0.3850906
923.8500366,0.3543330
924.9500732,0.3724718
925.9500732,0.3806427
926.9500732,0.4029315
927.9500732,0.3867981
928.9500732,0.3854677
929.9500732,0.4311933
930.9500732,0.3883690
932.4000244,0.3902248
933.4000244,0.3984345
934.4000244,0.4108083
935.4000244,0.4104510
936.4000244,0.4027844
937.4000244,0.4181523
938.4000244,0.4219057
938.9800415,0.4036233
939.9800415,0.4077044
940.9800415,0.4149692
941.9800415,0.4266054
942.9800415,0.4178631
943.9800415,0.4242615
944.9800415,0.4119084
945.9800415,0.4102381
947.1700439,0.4078251
948.1700439,0.3965265
949.1700439,0.3882082
950.1700439,0.3885014
951.1700439,0.3934702
952.1700439,0.3888047
953.1700439,0.3655474
954.1700439,0.3921213
955.5300293,0.3805953
956.5300293,0.3820212
957.5300293,0.3563276
958.5300293,0.3427075
959.5300293,0.3454355
960.5300293,0.3575421
961.5300293,0.3493266
962.5300293,0.3491240
963.8800659,0.3563721
964.8800659,0.3760601
965.8800659,0.3364188
966.8800659,0.3603804
967.8800659,0.3862559
968.8800659,0.3867087
969.8800659,0.3893778
970.8100586,0.3869646
971.8100586,0.3776108
972.8100586,0.3679919
973.8100586,0.3580231
974.8100586,0.3614640
975.8100586,0.3568490
976.8100586,0.3281906
977.6800537,0.3705752
978.6800537,0.3528210
979.6800537,0.3898983
980.6800537,0.3660712
981.6800537,0.3864519
982.6800537,0.3924043
983.6800537,0.4002470
984.2000732,0.4031736
985.2000732,0.3874128
986.2000732,0.3879251
987.2000732,0.3637792
988.2000732,0.3776540
989.2000732,0.3795047
990.2000732,0.3702644
991.2000732,0.3764952
992.6200562,0.3981705
993.6200562,0.3936138
994.6200562,0.3730832
995.6200562,0.4101803
996.6200562,0.3916322
997.6200562,0.3876465
998.6200562,0.4373069
1000.0000610,0.4268253
1001.0000610,0.4204815
1002.0000610,0.4281677
1003.0000610,0.4639622
1004.0000610,0.4429271
1005.0000610,0.4512575
1006.0000610,0.4297740
1007.0200195,0.4325437
1008.0200195,0.4335946
1009.0200195,0.4619402
1010.0200195,0.4389531
1011.0200195,0.4256037
1012.0200195,0.4525965
1013.0200195,0.4496032
1014.1200562,0.4401261
1015.1200562,0.4325996
1016.1200562,0.4237045
1017.1200562,0.4337770
1018.1200562,0.4020281
1019.1200562,0.4173427
1020.1200562,0.4276226
1021.1200562,0.4123643
1022.1200562,0.4029811
1022.8100586,0.4162713
1023.8100586,0.4072257
1024.8100586,0.4220872
1025.8100586,0.4289756
1026.8100586,0.4370834
1027.8100586,0.4135592
1028.8100586,0.4005360
1030.1900635,0.3957249
1031.1900635,0.4051160
1032.1900635,0.4245691
1033.1900635,0.4461425
1034.1900635,0.4515886
1035.1900635,0.4669927
1036.1900635,0.4761434
1037.1101074,0.4534743
1038.1101074,0.4167156
1039.1101074,0.4592883
1040.1101074,0.4517973
1041.1101074,0.4563923
1042.1101074,0.4698671
1043.3200684,0.4465162
1044.3200684,0.4482242
1045.3200684,0.4866069
1046.3200684,0.4661387
1047.3200684,0.4352462
1048.3200684,0.4211786
1049.3200684,0.4268401
1050.3400879,0.4142241
1051.3400879,0.3974267
1052.3400879,0.4130198
1053.3400879,0.4032666
1054.3400879,0.3958663
1055.3400879,0.3865190
1056.3400879,0.4179367
1057.3400879,0.3749239
1058.2900391,0.3811724
1059.2900391,0.3950286
1060.2900391,0.3962107
1061.2900391,0.4146231
1062.2900391,0.3995631
1063.2900391,0.3800012
1064.2900391,0.3770960
1065.2900391,0.3767186
1066.0900879,0.4026181
1067.0900879,0.3809245
1068.0900879,0.3899131
1069.0900879,0.3832980
1070.0900879,0.3796285
1071.0900879,0.3750560
1072.0900879,0.3901078
1073.0900879,0.3595972
1074.0300293,0.3972329
1075.0300293,0.3866955
1076.0300293,0.3969556
1077.0300293,0.4424087
1078.0300293,0.4374377
1079.0300293,0.4105924
1080.0300293,0.4349056
1081.0300293,0.4107014
1082.1900635,0.4159396
1083.1900635,0.4088084
1084.1900635,0.3936768
1085.1900635,0.4191633
1086.1900635,0.4088593
1087.1900635,0.4089142
1088.1900635,0.4225090
1089.2100830,0.4048581
1090.2100830,0.4158038
1091.2100830,0.4011315
1092.2100830,0.4172193
1093.2100830,0.4008904
1094.2100830,0.4248090
1095.2100830,0.3958049
1096.2100830,0.4072059
1097.5000000,0.3872672
1098.5000000,0.3907457
1099.5000000,0.3776343
1100.5000000,0.3780270
1101.5000000,0.4537871
1102.5000000,0.4385408
1103.5000000,0.4380102
1104.5000000,0.4298853
1105.0700684,0.4411327
1106.0700684,0.4279656
1107.0700684,0.4716082
1108.0700684,0.4492920
1109.0700684,0.4632607
1110.0700684,0.4183903
1111.0700684,0.4530756
1112.1000977,0.3870239
1113.1000977,0.4382395
1114.1000977,0.4119019
1115.1000977,0.4676929
1116.1000977,0.4550309
1117.1000977,0.4478409
1118.1000977,0.4596390
1119.1000977,0.4646095
1120.3800049,0.4048865
1121.3800049,0.4086086
1122.3800049,0.4081760
1123.3800049,0.4304356
1124.3800049,0.4566386
1125.3800049,0.4207229
1126.3800049,0.4478659
1127.2401123,0.4233650
1128.2401123,0.4366839
1129.2401123,0.4370378
1130.2401123,0.4608384
1131.2401123,0.4872338
1132.2401123,0.4752556
1133.2401123,0.4632781
1134.2401123,0.4636405
1135.6400146,0.4188233
1136.6400146,0.4055054
1137.6400146,0.4705686
1138.6400146,0.4552855
1139.6400146,0.4304231
1140.6400146,0.4290796
1141.6400146,0.4227842
1142.6400146,0.4694633
1143.5300293,0.4689693
1144.5300293,0.4630238
1145.5300293,0.4697655
1146.5300293,0.4739995
1147.5300293,0.4938845
1148.5300293,0.4723865
1149.5300293,0.4522621
1150.6199951,0.4231642
1151.6199951,0.4586122
1152.6199951,0.4223013
1153.6199951,0.4347551
1154.6199951,0.4866986
