#Time E_VdW_mm(Protein)	E_Elec_mm(Protein)	E_Pol(Protein)	E_Apol(Protein)	E_VdW_mm(Ligand)	E_Elec_mm(Ligand)	E_Pol(Ligand)	E_Apol(Ligand)	E_VdW_mm(Complex)	E_Elec_mm(Complex)	E_Pol(Complex)	E_Apol(Complex)	Delta_E_mm	Delta_E_Pol	Delta_E_Apol	Delta_E_binding

#Complex 1
    1500310.000           0.000           0.000      -52765.548        3018.695          0.000           0.000      -39971.815        4749.098       -823.059        -289.766      -90747.752        7809.294      -1112.825        1989.611          41.501         918.287
    1519970.000           0.000           0.000      -50734.496        3001.428          0.000           0.000      -40279.834        4762.902       -666.251        -237.261      -89534.701        7832.932       -903.512        1479.629          68.602         644.719
    1539970.000           0.000           0.000      -53317.320        3024.814          0.000           0.000      -40117.615        4732.798       -754.851        -289.704      -91295.339        7812.893      -1044.555        2139.596          55.281        1150.322
    1559970.000           0.000           0.000      -52405.996        3001.362          0.000           0.000      -40107.276        4772.078       -662.952        -261.196      -90613.704        7841.831       -924.148        1899.568          68.391        1043.811
    1579910.000           0.000           0.000      -51485.224        3002.896          0.000           0.000      -40508.116        4758.392       -791.528        -276.683      -90085.486        7813.392      -1068.211        1907.854          52.104         891.747
    1599910.000           0.000           0.000      -52448.205        3019.981          0.000           0.000      -40597.161        4750.889       -649.015        -293.367      -91065.193        7834.747       -942.382        1980.173          63.877        1101.668
    1619910.000           0.000           0.000      -53123.388        3055.245          0.000           0.000      -40466.540        4775.501       -666.744        -293.131      -92116.555        7895.876       -959.875        1473.373          65.130         578.628
    1640190.000           0.000           0.000      -52331.084        3021.924          0.000           0.000      -40284.181        4767.771       -845.423        -296.989      -90509.157        7825.180      -1142.412        2106.108          35.485         999.181
    1659640.000           0.000           0.000      -51588.910        3039.018          0.000           0.000      -40218.832        4751.745       -752.080        -296.017      -90116.067        7845.784      -1048.097        1691.675          55.021         698.599
    1679510.000           0.000           0.000      -53123.613        3099.702          0.000           0.000      -40055.388        4750.516       -772.458        -301.592      -90960.989        7895.062      -1074.050        2218.012          44.844        1188.806
    1699000.000           0.000           0.000      -53232.631        3038.276          0.000           0.000      -40508.901        4767.302       -754.545        -321.987      -91643.367        7880.736      -1076.532        2098.165          75.158        1096.791
    1720520.000           0.000           0.000      -53083.533        3067.396          0.000           0.000      -40270.969        4744.846       -793.958        -293.041      -91218.887        7864.449      -1086.999        2135.615          52.207        1100.823
    1740400.000           0.000           0.000      -51769.046        3051.250          0.000           0.000      -40428.408        4762.947       -673.738        -272.935      -90584.046        7883.884       -946.673        1613.408          69.687         736.422
    1760950.000           0.000           0.000      -52353.301        3020.847          0.000           0.000      -40390.800        4753.053       -757.618        -262.781      -90698.097        7830.813      -1020.399        2046.004          56.913        1082.518
    1780280.000           0.000           0.000      -53138.481        3041.904          0.000           0.000      -40196.246        4734.302       -653.774        -261.489      -91427.958        7841.011       -915.263        1906.769          64.805        1056.311
    1799920.000           0.000           0.000      -52261.386        3030.842          0.000           0.000      -40501.842        4762.271       -717.082        -314.706      -90637.311        7867.246      -1031.788        2125.917          74.133        1168.262
    1819750.000           0.000           0.000      -53001.995        3076.613          0.000           0.000      -40378.060        4777.509       -733.081        -283.235      -91234.291        7918.355      -1016.316        2145.764          64.233        1193.681
    1839460.000           0.000           0.000      -51834.166        3035.630          0.000           0.000      -40499.044        4768.927       -774.300        -274.166      -90615.881        7865.378      -1048.466        1717.329          60.821         729.684
    1858720.000           0.000           0.000      -53370.391        3106.003          0.000           0.000      -40412.625        4772.778       -673.043        -303.695      -92418.213        7912.749       -976.738        1364.803          33.968         422.033
    1877960.000           0.000           0.000      -53747.555        3072.714          0.000           0.000      -40304.617        4735.750       -714.329        -286.903      -92293.390        7858.035      -1001.232        1758.782          49.571         807.121
    1897660.000           0.000           0.000      -51513.884        3042.482          0.000           0.000      -40112.943        4754.420       -752.218        -275.948      -89731.369        7850.147      -1028.166        1895.458          53.245         920.537
    1917530.000           0.000           0.000      -52375.694        3070.839          0.000           0.000      -40045.964        4743.340       -750.672        -297.891      -90490.141        7875.834      -1048.563        1931.517          61.655         944.609
    1937030.000           0.000           0.000      -53010.702        3046.418          0.000           0.000      -40367.574        4772.968       -743.057        -282.700      -91234.924        7887.922      -1025.757        2143.352          68.536        1186.131
    1956330.000           0.000           0.000      -52351.732        3045.511          0.000           0.000      -40028.728        4754.158       -758.539        -264.509      -90570.600        7871.404      -1023.048        1809.860          71.735         858.547
    1976110.000           0.000           0.000      -53214.673        3086.232          0.000           0.000      -40266.496        4759.365       -768.343        -266.233      -91380.041        7883.308      -1034.576        2101.128          37.711        1104.263
    1995440.000           0.000           0.000      -52064.123        3072.183          0.000           0.000      -40002.085        4747.188       -776.454        -300.291      -90205.749        7865.176      -1076.745        1860.459          45.805         829.519
